Vessel Name,Port call Type,Port Type,Port At call,ATA/ATD,Origin Port Name,Leg Start Port,Intransit,MMSI,IMO
MURI MAI,ARRIVAL,Port,SUVA,2022-08-23 20:57 UTC,SUVA,SUVA,Not in Transit,520372000,0
MON DESIR,DEPARTURE,Port,GEEL,2022-08-23 20:57 UTC,-,-,In Transit,244670358,9259252
TOLL,ARRIVAL,Port,KUIVASTU,2022-09-19 18:32 UTC,VIRTSU,VIRTSU,Not in Transit,276821000,9762651
SH BEYOGLU,ARRIVAL,Port,HAYDARPASA,2022-09-19 18:32 UTC,BOSTANCI,ISTANBUL,Not in Transit,271002736,9466831
FANT,DEPARTURE,Port,WINTHAM,2022-09-19 18:32 UTC,-,-,In Transit,244710712,0
SANKATY,ARRIVAL,Marina,EAST CHOP,2022-09-19 18:32 UTC,WOODS HOLE,WOODS HOLE,Not in Transit,366917530,8108030
MIGUEL TORGA,ARRIVAL,Port,LISBOA,2022-09-19 18:32 UTC,BARREIRO,BARREIRO,Not in Transit,263701370,9283368
INDIGO,DEPARTURE,Port,SOUTHPORT,2022-09-19 18:32 UTC,-,-,In Transit,338320374,0
TITAN,ARRIVAL,Port,VINEYARD HAVEN,2022-09-19 18:32 UTC,VINEYARD HAVEN,VINEYARD HAVEN,Not in Transit,338166449,0
DELFIN 7,DEPARTURE,Anchorage,TUZLA ANCH,2022-09-19 18:32 UTC,-,-,Not in Transit,271010442,0
HIRADARYA,DEPARTURE,Anchorage,ASALUYEH ANCH,2022-09-19 18:32 UTC,-,-,Not in Transit,422275700,8207551
MAGO DEL SUR,ARRIVAL,Port,DENIA,2022-09-19 18:32 UTC,OROPESA DEL MAR,OROPESA DEL MAR,Not in Transit,211727470,0
FERNANDO PESSOA,DEPARTURE,Port,LISBOA,2022-09-19 18:32 UTC,-,-,Not in Transit,263701470,9312626
ANDUIZA ANAIAK,DEPARTURE,Port,BERMEO,2022-09-19 18:32 UTC,-,-,Not in Transit,224011830,9244532
SVITZER PORT SAID 1,DEPARTURE,Port,PORT SAID,2022-09-19 18:32 UTC,-,-,Not in Transit,622166808,9858125
KITSAP,ARRIVAL,Port,VASHON ISLAND,2022-09-19 18:32 UTC,SOUTHWORTH,SOUTHWORTH,Not in Transit,366772980,7808126
ALG.PILOTS PILOTOUNO,ARRIVAL,Port,ALGECIRAS,2022-09-19 18:32 UTC,CARTEYA GUADARRANQUE,CARTEYA GUADARRANQUE,Not in Transit,224181520,0
BOR,ARRIVAL,Port,CORUNA,2022-09-19 18:32 UTC,COWES,COWES,Not in Transit,244690038,0
NAUTILUSJETPAC,ARRIVAL,Marina,UNION STEAMSHIP MARI,2022-09-19 18:32 UTC,UNION STEAMSHIP MARI,UNION STEAMSHIP MARI,Not in Transit,316041259,0
HURKUS,DEPARTURE,Port,ZEYTINBURNU,2022-09-19 18:32 UTC,-,-,Not in Transit,271044426,0
RIGEL,DEPARTURE,Port,MATARANI,2022-09-19 18:32 UTC,-,-,Not in Transit,760002350,0
TRINACRIA,ARRIVAL,Port,TREMESTIERI,2022-09-19 18:32 UTC,VILLA SAN GIOVANNI,VILLA SAN GIOVANNI,Not in Transit,247390900,9818917
TURN POINT,ARRIVAL,Marina,LA CONNER,2022-09-19 18:31 UTC,ANACORTES,ANACORTES,Not in Transit,368014210,0
LOCH FRISA,ARRIVAL,Port,OBAN,2022-09-19 18:31 UTC,CRAIGNURE PIER,CRAIGNURE PIER,Not in Transit,232039981,9740720
EVANTI,DEPARTURE,Port,DUSSELDORF,2022-09-19 18:31 UTC,-,-,In Transit,244650905,0
LIAOJINYU15325,DEPARTURE,Port,JINZHOU,2022-09-19 18:31 UTC,-,-,Not in Transit,412225373,0
ADRIANA,ARRIVAL,Port,MAARSSEN,2022-09-19 18:31 UTC,NIEUWEGEIN,NIEUWEGEIN,Not in Transit,244660218,0
PL.ST.CHRISTOPHER,ARRIVAL,Port,FELIXSTOWE,2022-09-19 18:31 UTC,HARWICH,HARWICH,Not in Transit,235088423,0
MILLY,DEPARTURE,Port,MILLINGEN,2022-09-19 18:31 UTC,-,-,Not in Transit,211668470,0
VANNES,DEPARTURE,Port,AUSTBO,2022-09-19 18:31 UTC,-,-,Not in Transit,257194000,9812341
ARAKAO,ARRIVAL,Marina,L'ABERWRAC'H,2022-09-19 18:31 UTC,ROSCOFF,ROSCOFF,Not in Transit,227464860,0
AMANTIS,DEPARTURE,Port,MAASTRICHT,2022-09-19 18:31 UTC,-,-,Not in Transit,244790898,0
TAKE TWO,ARRIVAL,Port,SEATTLE,2022-09-19 18:31 UTC,BAINBRIDGE ISLAND,BAINBRIDGE ISLAND,Not in Transit,338232831,0
TALISMAN,ARRIVAL,Marina,GOODSELL POINT,2022-09-19 18:31 UTC,GOODSELL POINT,GOODSELL POINT,Not in Transit,338001894,0
DONATA,DEPARTURE,Port,GHENT,2022-09-19 18:31 UTC,-,-,Not in Transit,244020761,0
BEZDAN BTL,ARRIVAL,Port,DUNAVECSE,2022-09-19 18:31 UTC,BUDAPEST,BUDAPEST,Not in Transit,279202527,0
MATRE,ARRIVAL,Port,UTAAKER,2022-09-19 18:31 UTC,SKAVENIK,SKAVENIK,Not in Transit,257097690,9866108
CHASQUI,ARRIVAL,Marina,DOCA DE BELEM,2022-09-19 18:31 UTC,DOCA DE BELEM,DOCA DE BELEM,Not in Transit,263959375,0
BLUE STAR CHIOS,DEPARTURE,Port,MYKONOS,2022-09-19 18:31 UTC,-,-,Not in Transit,240672000,9215555
BLUE FROUKJE,DEPARTURE,Port,DUISBURG,2022-09-19 18:31 UTC,-,-,In Transit,244558635,0
LIAO JIN YU 15421,DEPARTURE,Port,JINZHOU,2022-09-19 18:31 UTC,-,-,In Transit,412216497,0
MINSHIYU08999,ARRIVAL,Port,QUANZHOU,2022-09-19 18:31 UTC,QUANZHOU,QUANZHOU,Not in Transit,412451953,0
ATLANTIS MONTEREY,ARRIVAL,Port,MONTEREY,2022-09-19 18:31 UTC,MONTEREY,MONTEREY,Not in Transit,367737070,0
SHATIXA III,DEPARTURE,Port,HAZIRA,2022-09-19 18:31 UTC,-,-,In Transit,419901317,0
PERULPA,ARRIVAL,Port,RUSSEL ISLAND,2022-09-19 18:31 UTC,LAMB,LAMB,Not in Transit,503701100,0
ZWALUW,ARRIVAL,Port,VLAARDINGEN,2022-09-19 18:31 UTC,ROTTERDAM WAALHAVEN,ROTTERDAM WAALHAVEN,Not in Transit,244670311,0
VILLE DE BORDEAUX,DEPARTURE,Port,MONTOIR,2022-09-19 18:31 UTC,-,-,Not in Transit,228084000,9270842
ZOSTERA,DEPARTURE,Port,MAASTRICHT,2022-09-19 18:31 UTC,-,-,In Transit,244317074,0
DEMURE,ARRIVAL,Port,SINGAPORE,2022-09-19 18:31 UTC,PASIR GUDANG,SINGAPORE ANCH,Not in Transit,566686000,9654919
MULTRATUG 1,DEPARTURE,Port,SLUISKIL,2022-09-19 18:31 UTC,-,-,In Transit,244870324,9035008
HYDRA,ARRIVAL,Port,BRESKENS,2022-09-19 18:31 UTC,VLISSINGEN STAD,ANTWERP ANCH,Not in Transit,312139000,7501560
LIBERTY,ARRIVAL,Port,SOLENT,2022-09-19 18:31 UTC,GOSPORT,GOSPORT,Not in Transit,235072987,0
RMS LAAR,ARRIVAL,Port,PURFLEET,2022-09-19 18:31 UTC,POOLE,LONDON ANCH,Not in Transit,636018261,8508400
SAFETY EXPLORER,DEPARTURE,Port,BATON ROUGE,2022-09-19 18:31 UTC,-,-,Not in Transit,367702390,0
SOMNIUM,DEPARTURE,Port,ZUTPHEN,2022-09-19 18:31 UTC,-,-,Not in Transit,244740160,0
ACADIA PILOT,DEPARTURE,Port,BAR HARBOR,2022-09-19 18:31 UTC,-,-,Not in Transit,338032429,0
GAN NANCHANG HUO1568,DEPARTURE,Port,YIZHENG,2022-09-19 18:31 UTC,-,-,In Transit,413847038,0
KINGFISHER OF MALDON,DEPARTURE,Port,HARWICH,2022-09-19 18:31 UTC,-,-,In Transit,235091901,0
HUA XIANG 2,DEPARTURE,Port,SHANGHAI,2022-09-19 18:31 UTC,-,-,Not in Transit,413803412,0
HARTELSTROOM,ARRIVAL,Port,MERKSEM,2022-09-19 18:31 UTC,ANTWERP,ANTWERP,Not in Transit,244900072,0
223 1090,ARRIVAL,Marina,OEREBRO SMAABAATSHAM,2022-09-19 18:31 UTC,OEREBRO SMAABAATSHAM,OEREBRO SMAABAATSHAM,Not in Transit,265685520,0
GEORGES ALEBEL,ARRIVAL,Port,MATANE,2022-09-19 18:31 UTC,BAIE COMEAU,BAIE COMEAU,Not in Transit,316005786,7401021
INTRUDER,DEPARTURE,Port,WHANGAMATA,2022-09-19 18:31 UTC,-,-,Not in Transit,512010918,0
CABURGUA,DEPARTURE,Port,CORONEL,2022-09-19 18:31 UTC,-,-,Not in Transit,725001276,9731494
XINZHONGRUI17,DEPARTURE,Anchorage,GUNSAN ANCH,2022-09-19 18:31 UTC,-,-,Not in Transit,312639000,9577575
CHRISTINA MARIA,DEPARTURE,Port,DEN HELDER,2022-09-19 18:31 UTC,-,-,Not in Transit,246504000,8997584
TAKAHE,DEPARTURE,Port,AUCKLAND,2022-09-19 18:31 UTC,-,-,Not in Transit,512004408,0
XIN RONG HAI 66,DEPARTURE,Port,ZHONGSHAN,2022-09-19 18:31 UTC,-,-,In Transit,413293670,0
TYPHOON CLIPPER,DEPARTURE,Port,LONDON,2022-09-19 18:31 UTC,-,-,Not in Transit,235056986,9451771
WUHUJINHANG366,DEPARTURE,Port,SHANGHAI,2022-09-19 18:31 UTC,-,-,Not in Transit,413785686,0
ESLABON,ARRIVAL,Port,ANGEREN,2022-09-19 18:31 UTC,MILLINGEN,MILLINGEN,Not in Transit,244780231,0
FAIRPLAY X,ARRIVAL,Port,ROTTERDAM,2022-09-19 18:31 UTC,ROTTERDAM MAASVLAKTE,ROTTERDAM MAASVLAKTE,Not in Transit,305149000,9541681
GONGHUA,DEPARTURE,Port,SHENZHEN,2022-09-19 18:31 UTC,-,-,In Transit,413866906,0
L'AUDACE,ARRIVAL,Port,TENERIFE,2022-09-19 18:31 UTC,LAS PALMAS,TENERIFE ANCH,Not in Transit,224876000,9187318
BITARAP,DEPARTURE,Port,TURKMENBASHI,2022-09-19 18:31 UTC,-,-,Not in Transit,434114900,9430208
OT 2454,ARRIVAL,Port,NIZHNY NOVGOROD,2022-09-19 18:31 UTC,ZAVOLZHYE,ZAVOLZHYE,Not in Transit,273315010,0
KITTY KAT,ARRIVAL,Port,REDLAND BAY,2022-09-19 18:31 UTC,LAMB,LAMB,Not in Transit,503701200,0
ROSILEE 1,DEPARTURE,Port,PRINCE RUPERT,2022-09-19 18:31 UTC,-,-,Not in Transit,316007643,0
PRIVILEGE,ARRIVAL,Port,MONDORF,2022-09-19 18:31 UTC,WIJK BIJ DUURSTEDE,WIJK BIJ DUURSTEDE,Not in Transit,244050206,0
ROUND ISLAND,ARRIVAL,Port,PASCAGOULA,2022-09-19 18:31 UTC,PASCAGOULA,PASCAGOULA,Not in Transit,338127479,0
DCI DREDGE XVI,ARRIVAL,Anchorage,MORMUGAO ANCH,2022-09-19 18:31 UTC,MORMUGAO,MORMUGAO,Not in Transit,419017300,9217280
MERCUR 208,DEPARTURE,Port,CONSTANTA,2022-09-19 18:31 UTC,-,-,Not in Transit,264162022,0
MN A.DORIA CT288,ARRIVAL,Marina,PORTO DELL'ETNA DI R,2022-09-19 18:31 UTC,-,-,Not in Transit,247140040,0
SAO JOAO,DEPARTURE,Port,BELEM,2022-09-19 18:31 UTC,-,-,Not in Transit,710005112,0
INCHCAPE 11,DEPARTURE,Port,FUJAIRAH,2022-09-19 18:31 UTC,-,-,Not in Transit,470579000,8956449
PRIVATE JOKE,DEPARTURE,Port,NEW YORK,2022-09-19 18:31 UTC,-,-,Not in Transit,368130960,0
VECTARE,ARRIVAL,Port,BREMEN,2022-09-19 18:31 UTC,BRAKE,BRAKE,Not in Transit,244660454,0
OS XUXOS,DEPARTURE,Port,CORUNA,2022-09-19 18:31 UTC,-,-,Not in Transit,224128680,0
MLJET,ARRIVAL,Port,OREBIC,2022-09-19 18:31 UTC,OREBIC,OREBIC,Not in Transit,238015440,9703734
ISLAVENTURA,DEPARTURE,Port,ISLA CRISTINA,2022-09-19 18:31 UTC,-,-,Not in Transit,225992151,0
RUFUS,DEPARTURE,Port,COTE-STE-CATHERINE,2022-09-19 18:31 UTC,-,-,Not in Transit,316046838,0
TB AME V,ARRIVAL,Port,BANJARMASIN,2022-09-19 18:31 UTC,MEKAR PUTIH,MEKAR PUTIH,Not in Transit,525023171,0
SUXINGHUAIHUO6896,ARRIVAL,Port,ZHANGJIAGANG,2022-09-19 18:31 UTC,YANGZHOU,YANGZHOU,Not in Transit,413861552,0
ST CLARE,ARRIVAL,Port,PORTSMOUTH,2022-09-19 18:31 UTC,FISHBOURNE,FISHBOURNE,Not in Transit,235002514,9236949
INCI,ARRIVAL,Canal,ISTANBUL,2022-09-19 18:31 UTC,ISKENDERUN,ISTANBUL ANCH,Not in Transit,613003921,8936425
SEATROUT,DEPARTURE,Port,ROSTOCK,2022-09-19 18:31 UTC,-,-,Not in Transit,211881000,9352303
HAINIU25,ARRIVAL,Port,ZHENJIANG,2022-09-19 18:31 UTC,YIZHENG,YIZHENG,Not in Transit,413817438,0
ECO AQUA,DEPARTURE,Port,IBIZA,2022-09-19 18:31 UTC,-,-,Not in Transit,225987874,9842774
MONARCH EMPRESS,DEPARTURE,Port,PASSAU,2022-09-19 18:31 UTC,-,-,Not in Transit,211718270,0
BAY BELLE II,ARRIVAL,Port,RUSSELL,2022-09-19 18:31 UTC,OPUA,OPUA,Not in Transit,512003135,0
DAGGRI,ARRIVAL,Port,TOFT,2022-09-19 18:31 UTC,ULSTA (YELL),ULSTA (YELL),Not in Transit,235014768,9291614
JUNA,DEPARTURE,Port,GEEL,2022-09-19 18:31 UTC,-,-,In Transit,205413290,0
MARJON,DEPARTURE,Port,LUNEN,2022-09-19 18:31 UTC,-,-,Not in Transit,244900067,0
YTTEROEY,ARRIVAL,Port,YTTEROY,2022-09-19 18:31 UTC,LEVANGER,LEVANGER,Not in Transit,258046000,9724130
ZAMIL 54,ARRIVAL,Port,TANAJIB,2022-09-19 18:31 UTC,TANAJIB,TANAJIB,Not in Transit,403629000,9541473
JJ CALLIS,DEPARTURE,Port,PLUM ISLAND,2022-09-19 18:31 UTC,-,-,Not in Transit,367107990,0
KADIMA,ARRIVAL,Port,AMMERZODEN,2022-09-19 18:31 UTC,GRAVE,GRAVE,Not in Transit,244650969,0
WIGHT LIGHT,ARRIVAL,Port,LYMINGTON,2022-09-19 18:31 UTC,YARMOUTH,YARMOUTH,Not in Transit,235064784,9446972
LIONEL B,DEPARTURE,Anchorage,LA LIBERTAD ANCH,2022-09-19 18:31 UTC,-,-,Not in Transit,735059208,0
ZUBAC,DEPARTURE,Marina,ROVINJ SJEVERNA LUKA,2022-09-19 18:31 UTC,-,-,Not in Transit,238982010,0
JULONGDINGSHENG,ARRIVAL,Port,YIZHENG,2022-09-19 18:31 UTC,-,-,Not in Transit,413784786,0
BAYFIELD,ARRIVAL,Port,LA POINTE,2022-09-19 18:31 UTC,LA POINTE,LA POINTE,Not in Transit,367332030,0
HAM 317,DEPARTURE,Port,DUNKIRK,2022-09-19 18:31 UTC,-,-,In Transit,246016000,9208497
MOODY BLUES,ARRIVAL,Marina,GREENE DOCK,2022-09-19 18:31 UTC,GREENE DOCK,GREENE DOCK,Not in Transit,368059880,0
FELICIA,ARRIVAL,Port,MARSAMXETT,2022-09-19 18:31 UTC,MARSAMXETT,MARSAMXETT,Not in Transit,256000079,0
NIDARO,ARRIVAL,Port,DONNA,2022-09-19 18:31 UTC,MO I RANA,MO I RANA,Not in Transit,258461000,8702422
VB GASCOGNE,DEPARTURE,Port,LE HAVRE,2022-09-19 18:31 UTC,-,-,Not in Transit,227023200,9202730
OSTANA I,ARRIVAL,Marina,MAELARVARVS ROAD,2022-09-19 18:31 UTC,STOCKHOLM,STOCKHOLM,Not in Transit,265609500,5266348
SPENCER BREWER,ARRIVAL,Port,DILLINGHAM,2022-09-19 18:31 UTC,NAKNEK,NAKNEK,Not in Transit,366798280,0
GALLIANO,DEPARTURE,Port,INGLESIDE,2022-09-19 18:31 UTC,-,-,Not in Transit,367633210,0
LIINSAND,DEPARTURE,Port,HAMBURG,2022-09-19 18:31 UTC,-,-,Not in Transit,211779530,0
SOUTHERN BELLE,DEPARTURE,Port,CONVENT,2022-09-19 18:31 UTC,-,-,In Transit,368115890,0
KM SABUK NUSANTARA 8,ARRIVAL,Port,NAMLEA,2022-09-19 18:31 UTC,BITUNG,BITUNG,Not in Transit,525201076,9853307
RAFFAELE RUBATTINO,DEPARTURE,Port,PALERMO,2022-09-19 18:31 UTC,-,-,Not in Transit,247442000,9144744
YONG AN,ARRIVAL,Port,KEELUNG,2022-09-19 18:31 UTC,KEELUNG,KEELUNG,Not in Transit,416006655,0
VB SAINTE ADRRESSE,DEPARTURE,Port,LE HAVRE,2022-09-19 18:31 UTC,-,-,Not in Transit,227006780,9202742
HJELMELAND,ARRIVAL,Port,HJELMELAND,2022-09-19 18:31 UTC,NESVIK,NESVIK,Not in Transit,257282400,9055747
OMBO,ARRIVAL,Port,JUDABERG,2022-09-19 18:31 UTC,JUDABERG,JUDABERG,Not in Transit,258000840,9897614
DIVE BOAT 1,ARRIVAL,Port,LOS ANGELES,2022-09-19 18:31 UTC,ISTHMUS COVE,ISTHMUS COVE,Not in Transit,367538710,0
SAFIRA,ARRIVAL,Port,HERQUEVILLE,2022-09-19 18:31 UTC,PITRES,PITRES,Not in Transit,226987123,0
MITRA BHUM,ARRIVAL,Port,SINGAPORE,2022-09-19 18:31 UTC,PORT KLANG,PORT KLANG ANCH,Not in Transit,565616000,9365673
SUGUANYU03679,ARRIVAL,Port,NANTONG,2022-09-19 18:31 UTC,-,-,Not in Transit,412423679,0
RAYMONDE,DEPARTURE,Offshore Terminal,MANDAROS,2022-09-19 18:31 UTC,-,-,Not in Transit,375206000,0
ALAN T,ARRIVAL,Offshore Terminal,HOGAN,2022-09-19 18:31 UTC,DOS CUADRAS_B,DOS CUADRAS_B,Not in Transit,367104060,8982577
PARCEL D MANUEL LUIS,ARRIVAL,Offshore Terminal,PETROBRAS 48,2022-09-19 18:31 UTC,RIO DE JANEIRO,RIO DE JANEIRO,Not in Transit,710003728,9407794
HELSINKI,ARRIVAL,Port,NIERSTEIN,2022-09-19 18:31 UTC,WESSELING,WESSELING,Not in Transit,244202194,0
ALMIRANTE FEDERICO,DEPARTURE,Port,MATNOG,2022-09-19 18:31 UTC,-,-,Not in Transit,548030300,9047702
PINGNANXIONGLI777,DEPARTURE,Port,GAOMING,2022-09-19 18:31 UTC,-,-,In Transit,413861601,0
TB LM KERUING,DEPARTURE,Port,JAKARTA,2022-09-19 18:30 UTC,-,-,Not in Transit,525100901,0
ANJELIERSGRACHT,ARRIVAL,Port,FLEMALLE,2022-09-19 18:30 UTC,CHARLEROI,CHARLEROI,Not in Transit,244010413,0
JOYCE MARIE,ARRIVAL,Port,PORT TOWNSEND,2022-09-19 18:30 UTC,FRIDAY HARBOR,FRIDAY HARBOR,Not in Transit,368024010,0
SKY CLIPPER,ARRIVAL,Marina,BROOMHOUSE DOCK,2022-09-19 18:30 UTC,LONDON,LONDON,Not in Transit,235053187,9021021
MEGASTAR,ARRIVAL,Port,HELSINKI,2022-09-19 18:30 UTC,TALLINN OLD CITY,TALLINN OLD CITY,Not in Transit,276829000,9773064
LIAOCHANGYU65008,DEPARTURE,Port,JINZHOU,2022-09-19 18:30 UTC,-,-,Not in Transit,412223895,0
STOERKA,ARRIVAL,Marina,ROALD,2022-09-19 18:30 UTC,MYKLEBUST,MYKLEBUST,Not in Transit,258032920,0
MISS NIZ,DEPARTURE,Port,INGLESIDE,2022-09-19 18:30 UTC,-,-,Not in Transit,367430850,8987539
SILVER CRYSTAL,DEPARTURE,Port,AVEIRO,2022-09-19 18:30 UTC,-,-,Not in Transit,257308000,8915536
XINRUIDA2258,ARRIVAL,Port,SHANGHAI,2022-09-19 18:30 UTC,MINHANG,MINHANG,Not in Transit,413866398,0
JM SUTERA 5,DEPARTURE,Shelter,BRUNEI BAY,2022-09-19 18:30 UTC,-,-,Not in Transit,533000711,9396880
ISLANDER EXPRESS,ARRIVAL,Port,LOS ANGELES,2022-09-19 18:30 UTC,LONG BEACH,LONG BEACH,Not in Transit,366943970,8967876
MARGRETE LAESOE,DEPARTURE,Port,FREDERIKSHAVN,2022-09-19 18:30 UTC,-,-,Not in Transit,219000407,9139438
WAN HONG YUN 962,ARRIVAL,Port,ZHENJIANG,2022-09-19 18:30 UTC,ZHENJIANG,ZHENJIANG,Not in Transit,413781389,0
BORA,ARRIVAL,Port,SAS VAN GENT,2022-09-19 18:30 UTC,GHENT,GHENT,Not in Transit,205279890,0
ONDERNEMING,ARRIVAL,Port,ALMELO,2022-09-19 18:30 UTC,ZUTPHEN,ZUTPHEN,Not in Transit,244660495,0
HERKULES X,DEPARTURE,Port,NIJMEGEN,2022-09-19 18:30 UTC,-,-,In Transit,211476060,0
WIGHT RYDER 1,DEPARTURE,Port,PORTSMOUTH,2022-09-19 18:30 UTC,-,-,Not in Transit,235069875,9512537
PLATONE,DEPARTURE,Port,LIPARI,2022-09-19 18:30 UTC,-,-,Not in Transit,247193300,9309916
TERRY BORDELON,ARRIVAL,Port,FREEPORT,2022-09-19 18:30 UTC,FREEPORT,FREEPORT,Not in Transit,366816910,9260744
GIANFRANCO C,ARRIVAL,Port,RIMINI,2022-09-19 18:30 UTC,RIMINI,RIMINI,Not in Transit,247071030,0
AYVHN7,ARRIVAL,Port,CORRIENTES,2022-09-19 18:30 UTC,RESISTANCIA,RESISTANCIA,Not in Transit,701006951,0
GOOD COMPANY,ARRIVAL,Marina,CHICHESTER,2022-09-19 18:30 UTC,BIRDHAM POOL,BIRDHAM POOL,Not in Transit,232026731,0
SLAATTEROY,ARRIVAL,Port,UTHAUG,2022-09-19 18:30 UTC,UTHAUG,UTHAUG,Not in Transit,257566000,9729829
MARGARETS JUSTICE,DEPARTURE,Marina,WESTPORT FERRY WHARF,2022-09-19 18:30 UTC,-,-,Not in Transit,316033324,0
SYMPHONY SUN,DEPARTURE,Port,PALMA DE MALLORCA,2022-09-19 18:30 UTC,-,-,Not in Transit,244770393,9721669
LIWA,ARRIVAL,Port,SHUAIBA,2022-09-19 18:30 UTC,MINA SAQR,SHUAIBA ANCH,Not in Transit,636016591,9077109
POSTIRA,ARRIVAL,Port,KOLOCEP,2022-09-19 18:30 UTC,DUBROVNIK,DUBROVNIK,Not in Transit,238114140,6283202
GVIXIANGJIANG2006,DEPARTURE,Anchorage,NANSHA ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,413950925,0
HAIYANG03,DEPARTURE,Port,JINZHOU,2022-09-19 18:30 UTC,-,-,Not in Transit,415898989,0
HAGETIZ,ARRIVAL,Port,OELEGEM,2022-09-19 18:30 UTC,WIJNEGEM,WIJNEGEM,Not in Transit,269056766,9099482
BEI LUN 9,ARRIVAL,Port,CHANGZHOU,2022-09-19 18:30 UTC,HUANGHUA,CJK,Not in Transit,413442170,0
LECONTE,DEPARTURE,Port,AUKE BAY,2022-09-19 18:30 UTC,-,-,Not in Transit,338761000,7318925
MANANNAN,DEPARTURE,Port,LIVERPOOL,2022-09-19 18:30 UTC,-,-,Not in Transit,235070199,9176072
APK,DEPARTURE,Port,HALF MOON BAY,2022-09-19 18:30 UTC,-,-,Not in Transit,512009698,0
L'AUDACE,DEPARTURE,Anchorage,TENERIFE ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,224876000,9187318
GEMINI,ARRIVAL,Port,OAKLAND,2022-09-19 18:30 UTC,SAN FRANCISCO,SAN FRANCISCO,Not in Transit,367380880,9550747
ANASTASIA,DEPARTURE,Port,LIVORNO,2022-09-19 18:30 UTC,-,-,Not in Transit,247066860,0
TT RENA,ARRIVAL,Port,PALM BEACH,2022-09-19 18:30 UTC,NOANK SHIPYARD,NOANK SHIPYARD,Not in Transit,367449720,0
KUPER,ARRIVAL,Marina,CHEMAINUS FUEL DOCK,2022-09-19 18:30 UTC,THETIS ISLAND,THETIS ISLAND,Not in Transit,316009547,9029267
ROSSINI,DEPARTURE,Port,ANTWERP,2022-09-19 18:30 UTC,-,-,Not in Transit,205490890,9554262
HONTE,ARRIVAL,Port,ROTTERDAM VONDELING,2022-09-19 18:30 UTC,ROTTERDAM,ROTTERDAM,Not in Transit,244014995,0
VLIELAND,ARRIVAL,Port,VLIELAND,2022-09-19 18:30 UTC,HARLINGEN,HARLINGEN,Not in Transit,244090796,9303716
TOREA,ARRIVAL,Port,AUCKLAND,2022-09-19 18:30 UTC,WAIHEKE ISLAND,WAIHEKE ISLAND,Not in Transit,512006326,0
SEASDREA HIGHLANDS,DEPARTURE,Marina,ATLANTIC HIGHLANDS,2022-09-19 18:30 UTC,-,-,Not in Transit,367347670,9270270
RONGHANG23,ARRIVAL,Port,HONG KONG,2022-09-19 18:30 UTC,HONG KONG,HONG KONG,Not in Transit,413865532,0
AVANTI,ARRIVAL,Port,MAARSSEN,2022-09-19 18:30 UTC,WIJK BIJ DUURSTEDE,WIJK BIJ DUURSTEDE,Not in Transit,244700117,0
LINDO,DEPARTURE,Port,SWINOUJSCIE,2022-09-19 18:30 UTC,-,-,Not in Transit,314303000,8028527
SHI PING JI 899,DEPARTURE,Port,TAICANG,2022-09-19 18:30 UTC,-,-,In Transit,413825623,0
LAMBADA SPIRIT,ARRIVAL,Anchorage,LA PALOMA ANCH,2022-09-19 18:30 UTC,PORTO DO ACU,PORTO DO ACU,Not in Transit,311000098,9637698
FAIRPLAY X,DEPARTURE,Port,ROTTERDAM MAASVLAKTE,2022-09-19 18:30 UTC,-,-,Not in Transit,305149000,9541681
BLUE ANTEAK,ARRIVAL,Port,SAN DIEGO,2022-09-19 18:30 UTC,MISSION BAY,MISSION BAY,Not in Transit,316026771,0
IRENE,DEPARTURE,Port,ANACORTES,2022-09-19 18:30 UTC,-,-,Not in Transit,368017440,0
SUN JIN 100,DEPARTURE,Port,BUSAN NEW PORT,2022-09-19 18:30 UTC,-,-,Not in Transit,440075240,0
ABDULLAH MELEK,ARRIVAL,Anchorage,MERSIN ANCH,2022-09-19 18:30 UTC,MERSIN,MERSIN,Not in Transit,271072388,0
PERE MARQUETTE,DEPARTURE,Port,LOUISVILLE,2022-09-19 18:30 UTC,-,-,Not in Transit,367357110,0
ALTERO,ARRIVAL,Port,OCHTEN,2022-09-19 18:30 UTC,OOSTERHOUT,OOSTERHOUT,Not in Transit,244730073,0
SANFAS SANFAS,ARRIVAL,Port,VIGO,2022-09-19 18:30 UTC,VIGO,VIGO,Not in Transit,225991331,0
PRINCESS ALAA,ARRIVAL,Anchorage,BOSPHORUS N ANCH,2022-09-19 18:30 UTC,TEMRYUK,TEMRYUK,Not in Transit,667001773,9014286
LOGICA,ARRIVAL,Port,PALERMO,2022-09-19 18:30 UTC,TRAPANI,TRAPANI,Not in Transit,229193000,0
JAMES K,DEPARTURE,Port,PERTH AMBOY,2022-09-19 18:30 UTC,-,-,Not in Transit,368234460,1320811
VIKING IDI,ARRIVAL,Port,WIESBADEN,2022-09-19 18:30 UTC,TRIER,TRIER,Not in Transit,269057469,0
AVONTUUR,ARRIVAL,Port,MAASTRICHT,2022-09-19 18:30 UTC,MAASBRACHT,MAASBRACHT,Not in Transit,244690044,0
ROSEDOKTOREN,ARRIVAL,Port,SUNDE,2022-09-19 18:30 UTC,LEIRVIK,LEIRVIK,Not in Transit,257063530,9869916
